age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,poutcome,y
59,retired,married,secondary,no,599,yes,no,cellular,7,may,31,1,unknown,0
48,management,divorced,tertiary,no,2263,no,no,cellular,29,jul,874,2,unknown,1
30,management,married,tertiary,no,131,yes,no,cellular,11,aug,384,6,unknown,1
34,admin.,married,secondary,no,1406,yes,no,cellular,20,aug,63,2,success,1
31,services,single,tertiary,no,461,no,no,cellular,20,nov,145,1,unknown,0
27,services,married,secondary,no,0,yes,no,cellular,17,jul,991,5,unknown,1
31,management,married,tertiary,no,-235,yes,no,cellular,20,apr,546,2,unknown,0
45,management,married,tertiary,no,160,no,no,cellular,10,nov,182,2,success,1
18,student,single,unknown,no,108,no,no,cellular,9,feb,92,1,success,1
52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,20,nov,653,1,unknown,1
42,admin.,divorced,secondary,no,2129,no,no,cellular,13,aug,633,1,other,1
37,services,married,secondary,no,718,no,yes,unknown,9,jun,215,3,unknown,0
37,blue-collar,single,secondary,no,1127,yes,no,cellular,17,apr,72,2,failure,0
59,retired,married,primary,no,4007,no,no,cellular,26,mar,157,2,failure,0
40,blue-collar,single,unknown,no,4370,yes,no,unknown,14,may,232,2,unknown,0
55,services,married,secondary,no,2476,yes,no,unknown,5,may,579,1,unknown,1
58,retired,married,secondary,no,19,no,yes,cellular,15,jul,106,3,unknown,0
30,blue-collar,single,secondary,no,799,no,no,unknown,13,jun,674,1,unknown,1
23,student,single,secondary,no,381,no,no,cellular,23,feb,696,1,other,1
29,admin.,single,secondary,no,1070,yes,no,unknown,19,may,30,1,other,1
48,technician,married,primary,no,4656,no,no,cellular,17,nov,44,1,unknown,0
37,housemaid,married,secondary,no,7433,no,yes,cellular,5,feb,630,3,unknown,1
38,technician,married,tertiary,no,202,no,no,cellular,5,aug,1311,2,unknown,1
33,blue-collar,married,secondary,no,-241,yes,yes,unknown,27,may,169,1,unknown,0
55,management,married,unknown,no,559,no,no,cellular,28,jan,271,2,unknown,0
59,technician,married,primary,no,4198,no,no,cellular,14,jan,309,1,success,1
45,services,married,secondary,no,0,no,no,cellular,11,jul,106,2,unknown,0
29,services,single,secondary,no,102,no,no,cellular,12,jul,154,1,failure,0
51,blue-collar,divorced,primary,no,5,no,no,cellular,29,jul,600,2,unknown,1
36,blue-collar,married,secondary,no,2357,yes,no,unknown,17,jun,228,2,unknown,0
38,admin.,single,secondary,no,3239,no,no,unknown,5,jun,817,2,unknown,1
53,technician,married,secondary,no,529,yes,no,cellular,28,jan,558,1,unknown,0
32,technician,married,secondary,no,791,yes,no,unknown,21,may,783,2,unknown,1
32,admin.,single,secondary,no,620,no,no,cellular,17,apr,211,2,failure,0
40,management,married,secondary,no,406,yes,no,unknown,12,jun,577,2,unknown,1
42,admin.,married,secondary,no,445,yes,no,unknown,7,may,202,2,unknown,0
30,admin.,single,secondary,no,186,yes,no,cellular,13,may,390,1,unknown,0
42,blue-collar,married,secondary,no,413,yes,no,cellular,11,feb,456,2,success,1
40,management,single,secondary,no,1623,yes,no,cellular,17,nov,161,1,failure,0
37,management,married,tertiary,no,57,no,no,cellular,5,feb,345,1,unknown,1
45,blue-collar,divorced,primary,no,6,yes,no,unknown,2,jun,159,6,unknown,0
31,entrepreneur,divorced,tertiary,no,2,no,yes,cellular,7,jul,53,1,unknown,0
35,management,single,tertiary,no,3544,yes,no,cellular,8,jun,380,1,unknown,1
54,management,married,tertiary,no,1303,no,no,cellular,3,feb,1635,1,unknown,1
57,admin.,single,secondary,no,5768,yes,no,unknown,19,jun,512,1,unknown,1
51,technician,married,secondary,no,6840,no,no,telephone,7,jul,257,1,unknown,1
57,management,married,tertiary,no,1227,no,no,cellular,5,jun,232,1,unknown,1
41,blue-collar,married,secondary,no,1011,yes,no,cellular,19,nov,113,1,other,0
41,management,married,secondary,no,218,yes,no,unknown,16,may,247,1,unknown,0
48,technician,married,secondary,no,71,no,no,unknown,20,jun,524,4,unknown,0
31,admin.,single,secondary,no,1270,yes,no,cellular,14,may,291,1,other,0
70,retired,divorced,primary,no,482,no,no,telephone,14,jan,372,1,success,1
33,unknown,single,unknown,no,1,no,no,unknown,5,may,198,1,unknown,0
85,retired,married,primary,no,98,no,no,cellular,30,apr,416,1,unknown,1
53,blue-collar,married,secondary,no,0,no,no,unknown,6,jun,650,1,unknown,0
45,blue-collar,married,secondary,no,-73,yes,no,cellular,6,apr,551,3,failure,0
40,blue-collar,married,primary,no,0,yes,no,cellular,21,jul,1080,4,unknown,1
51,management,divorced,tertiary,no,2011,yes,no,cellular,20,nov,118,3,unknown,0
37,technician,married,unknown,no,189,no,no,cellular,1,oct,238,1,success,1
33,admin.,single,tertiary,no,3379,no,no,cellular,20,nov,290,3,unknown,0
33,management,married,tertiary,no,71,no,no,cellular,26,feb,335,3,failure,1
43,blue-collar,married,primary,no,575,no,no,cellular,2,feb,237,1,unknown,0
34,management,married,tertiary,no,396,no,yes,cellular,19,aug,166,3,unknown,0
60,management,married,tertiary,no,2222,yes,no,cellular,11,jul,1120,2,unknown,1
38,admin.,single,secondary,no,10,no,no,cellular,1,apr,117,1,unknown,0
30,management,married,tertiary,no,527,yes,yes,unknown,21,may,265,1,unknown,0
31,technician,single,tertiary,no,614,no,no,cellular,11,aug,72,4,unknown,0
30,management,married,tertiary,no,69,yes,no,unknown,6,jul,42,1,unknown,0
30,management,single,tertiary,no,344,no,no,cellular,8,aug,179,3,unknown,0
34,technician,single,secondary,no,2085,no,no,cellular,10,aug,356,3,success,1
48,technician,married,secondary,no,638,yes,no,unknown,14,may,217,1,unknown,0
35,management,single,tertiary,no,68,no,no,unknown,6,jun,1085,1,unknown,1
36,blue-collar,married,secondary,no,1193,no,no,cellular,30,oct,640,1,unknown,1
77,retired,married,secondary,no,4112,no,no,telephone,26,jan,1616,1,success,1
33,management,divorced,tertiary,no,2240,no,no,cellular,8,mar,264,2,success,1
33,housemaid,married,primary,no,4136,yes,no,cellular,20,apr,178,5,unknown,0
41,blue-collar,married,primary,no,1820,yes,no,telephone,21,nov,25,3,unknown,0
42,management,married,tertiary,no,6060,yes,no,cellular,30,apr,316,1,failure,1
56,blue-collar,married,primary,no,827,yes,no,telephone,15,may,462,4,unknown,1
34,management,married,secondary,no,-311,yes,no,unknown,27,may,305,2,unknown,0
42,services,married,tertiary,no,4216,no,no,cellular,12,jun,186,2,unknown,1
61,retired,married,secondary,no,523,no,no,cellular,13,aug,211,3,success,1
38,technician,single,secondary,no,864,yes,no,cellular,13,may,364,1,failure,0
44,blue-collar,married,secondary,no,0,no,no,cellular,30,jul,684,2,unknown,1
37,management,married,tertiary,no,1113,no,no,cellular,2,mar,229,1,success,1
50,management,married,tertiary,no,5969,no,no,cellular,25,jan,455,1,failure,1
39,blue-collar,single,secondary,no,169,yes,no,unknown,9,may,38,1,unknown,0
31,blue-collar,single,secondary,no,196,yes,no,cellular,5,may,568,1,failure,1
33,technician,divorced,secondary,no,140,yes,no,unknown,5,may,227,1,unknown,0
25,technician,single,secondary,no,7103,yes,no,cellular,28,may,188,3,failure,1
27,services,single,secondary,no,-72,yes,no,cellular,5,may,276,1,failure,0
65,management,married,secondary,no,587,no,no,cellular,15,apr,223,2,unknown,1
30,management,single,tertiary,no,720,no,no,cellular,15,jan,1265,4,other,1
31,blue-collar,single,secondary,no,0,yes,no,cellular,7,may,113,2,other,0
35,student,single,secondary,no,188,yes,no,cellular,16,feb,75,3,failure,1
38,entrepreneur,divorced,secondary,no,1190,yes,no,cellular,4,jun,81,2,failure,1
28,technician,married,tertiary,no,858,yes,no,cellular,17,jul,602,1,unknown,0
51,management,married,tertiary,no,1854,yes,yes,cellular,7,may,166,3,failure,0
31,management,single,tertiary,no,354,no,no,cellular,21,apr,242,2,unknown,1
33,technician,divorced,secondary,no,488,no,no,cellular,5,aug,332,2,unknown,0
54,management,married,tertiary,no,3795,yes,yes,cellular,21,jul,381,1,unknown,0
59,retired,married,primary,no,1634,yes,yes,cellular,5,aug,836,1,unknown,1
29,management,single,tertiary,no,307,yes,no,cellular,2,jun,690,1,unknown,1
36,technician,single,secondary,no,1407,no,no,cellular,2,mar,328,1,other,0
36,blue-collar,married,secondary,no,29,yes,yes,cellular,31,jul,345,1,unknown,0
32,technician,divorced,tertiary,no,3255,no,no,cellular,29,jun,167,2,unknown,1
32,technician,single,tertiary,no,388,no,no,cellular,29,apr,250,3,unknown,1
82,retired,divorced,primary,no,0,no,no,telephone,15,mar,506,2,other,1
35,management,married,tertiary,no,323,no,no,cellular,11,jan,261,2,unknown,1
37,admin.,single,secondary,no,-296,yes,no,cellular,20,apr,81,1,unknown,0
33,blue-collar,married,primary,no,2456,yes,no,cellular,21,nov,552,3,failure,0
59,management,married,secondary,no,4412,no,no,cellular,2,nov,162,2,unknown,1
73,retired,married,unknown,no,3443,no,no,telephone,4,sep,770,3,unknown,1
44,blue-collar,married,primary,no,622,yes,no,unknown,21,feb,66,1,unknown,0
52,technician,divorced,secondary,no,2816,no,no,unknown,20,jun,492,3,unknown,0
32,management,single,tertiary,no,1169,yes,no,unknown,21,may,322,2,unknown,0
37,blue-collar,single,primary,no,0,no,no,unknown,5,jun,39,1,unknown,0
38,technician,married,tertiary,no,-267,no,no,cellular,11,aug,220,1,unknown,0
48,management,married,tertiary,no,4006,no,no,cellular,25,jul,51,4,unknown,0
38,management,divorced,secondary,no,257,yes,no,cellular,30,apr,435,1,unknown,1
36,management,married,secondary,no,565,no,no,cellular,27,mar,300,1,unknown,1
33,management,married,tertiary,no,271,yes,no,cellular,13,nov,182,2,success,1
53,admin.,married,secondary,no,459,no,no,cellular,5,apr,558,1,unknown,1
58,admin.,married,secondary,no,169,no,no,cellular,13,aug,880,1,success,1
48,management,married,secondary,no,0,no,no,cellular,19,nov,20,4,unknown,0
44,management,divorced,tertiary,yes,-411,yes,no,unknown,2,jun,432,4,unknown,1
35,technician,divorced,secondary,no,2823,yes,no,cellular,26,feb,74,1,failure,0
65,retired,married,primary,no,2173,no,no,cellular,14,apr,72,1,unknown,0
30,technician,single,secondary,no,-754,yes,yes,unknown,26,may,974,1,unknown,0
31,technician,single,tertiary,no,176,no,no,cellular,21,aug,241,4,unknown,0
29,student,single,tertiary,no,163,no,no,cellular,3,aug,249,1,unknown,1
34,unemployed,married,tertiary,no,0,no,no,cellular,8,aug,201,6,unknown,0
37,blue-collar,married,primary,no,-212,yes,no,cellular,15,may,189,3,other,0
36,services,married,secondary,no,24,yes,yes,unknown,11,jun,100,5,unknown,0
38,management,married,tertiary,no,500,yes,yes,cellular,16,jul,81,7,unknown,0
43,blue-collar,married,unknown,no,1123,yes,no,cellular,16,apr,191,2,failure,0
35,housemaid,single,primary,no,745,no,no,telephone,5,jun,522,3,unknown,1
36,technician,single,secondary,no,125,yes,no,cellular,15,may,676,3,unknown,1
37,services,single,secondary,no,1175,yes,no,unknown,16,jun,92,2,unknown,0
36,services,married,secondary,no,11462,yes,no,cellular,20,nov,993,1,unknown,1
26,blue-collar,single,secondary,no,-5,no,no,unknown,19,may,260,1,unknown,0
29,technician,single,tertiary,no,2489,yes,no,cellular,3,mar,355,1,failure,1
35,services,single,secondary,no,35,yes,no,cellular,14,may,152,1,unknown,0
36,admin.,married,tertiary,no,29,no,no,cellular,12,aug,576,1,unknown,1
55,entrepreneur,married,secondary,no,27624,no,no,telephone,3,jun,437,1,unknown,1
46,management,married,tertiary,no,810,yes,yes,cellular,15,may,33,2,other,0
49,housemaid,married,secondary,no,3570,no,no,cellular,24,dec,62,3,failure,0
55,services,married,unknown,no,2944,no,no,cellular,27,aug,672,6,unknown,1
28,blue-collar,married,secondary,no,-42,yes,no,cellular,15,may,192,1,other,0
44,services,divorced,secondary,no,496,yes,yes,unknown,29,may,54,15,unknown,0
44,self-employed,single,tertiary,no,2734,yes,no,cellular,12,may,897,4,unknown,1
33,housemaid,married,primary,no,2054,no,no,cellular,25,aug,472,6,unknown,1
62,entrepreneur,married,secondary,no,3904,no,no,telephone,29,jan,403,2,unknown,1
45,technician,divorced,secondary,no,72,yes,no,cellular,31,jul,115,5,unknown,0
46,blue-collar,married,secondary,no,182,no,no,cellular,4,feb,56,1,unknown,0
72,retired,married,secondary,no,1129,no,no,cellular,25,nov,208,1,success,1
27,self-employed,single,tertiary,no,168,no,no,cellular,12,nov,123,1,success,1
36,management,married,tertiary,no,0,yes,no,cellular,29,jan,86,1,other,0
35,services,married,secondary,no,0,no,no,unknown,30,may,147,9,unknown,0
38,blue-collar,married,secondary,no,648,yes,no,unknown,3,jun,179,1,unknown,0
30,self-employed,married,tertiary,no,1785,no,no,unknown,17,oct,235,1,unknown,1
50,management,married,tertiary,no,414,yes,no,cellular,3,apr,707,1,failure,1
34,management,married,tertiary,no,6203,no,no,telephone,21,nov,34,2,unknown,0
37,admin.,divorced,secondary,no,796,no,no,unknown,19,jun,104,1,unknown,0
31,technician,single,secondary,no,271,yes,no,cellular,5,may,269,1,unknown,0
44,blue-collar,married,secondary,no,776,yes,no,unknown,29,may,306,1,unknown,0
57,blue-collar,married,secondary,no,1540,yes,no,cellular,17,nov,564,1,unknown,1
23,unemployed,single,primary,no,1003,no,no,telephone,27,nov,8,1,unknown,1
30,housemaid,married,tertiary,no,113,yes,yes,cellular,3,feb,230,3,unknown,0
46,technician,married,secondary,no,332,yes,no,unknown,9,may,772,1,unknown,1
29,admin.,married,tertiary,no,238,no,no,cellular,25,may,344,2,failure,1
41,technician,married,secondary,no,11,yes,no,telephone,1,sep,150,1,unknown,0
41,admin.,married,secondary,no,2498,no,no,cellular,12,aug,411,1,unknown,1
52,management,married,tertiary,no,31,no,no,cellular,10,mar,135,1,unknown,1
34,blue-collar,single,secondary,no,-108,yes,no,unknown,28,may,290,1,unknown,0
29,management,married,tertiary,no,205,no,no,cellular,4,jun,787,1,unknown,1
27,blue-collar,single,secondary,no,228,yes,yes,unknown,15,may,186,5,unknown,0
29,technician,single,secondary,no,22008,yes,no,unknown,28,may,139,2,unknown,0
24,blue-collar,single,secondary,no,174,yes,yes,cellular,18,may,487,1,unknown,1
33,technician,married,secondary,no,480,yes,no,cellular,30,jan,272,1,other,0
57,retired,married,primary,no,1238,yes,no,cellular,15,jul,274,1,unknown,0
33,admin.,single,secondary,no,4713,no,no,cellular,5,jun,110,2,unknown,0
56,retired,married,primary,no,9367,no,no,cellular,13,aug,320,2,success,1
30,management,single,tertiary,no,697,no,no,cellular,28,apr,545,2,success,1
27,management,single,secondary,no,178,yes,no,unknown,3,jun,732,2,unknown,1
42,admin.,divorced,secondary,no,23,no,yes,unknown,27,jun,397,1,unknown,0
57,services,married,secondary,no,6,no,no,cellular,21,nov,1182,1,unknown,0
57,technician,married,unknown,no,206,yes,no,unknown,5,may,216,3,unknown,0
40,technician,divorced,secondary,no,311,no,no,cellular,6,aug,738,2,unknown,1
43,blue-collar,single,primary,no,36,yes,no,unknown,9,may,163,2,unknown,0
25,services,single,unknown,no,2022,no,no,cellular,29,jul,276,8,other,1
81,retired,divorced,tertiary,no,0,no,no,cellular,14,jan,357,1,unknown,0
56,entrepreneur,married,tertiary,no,16125,no,no,telephone,21,nov,167,1,unknown,0
46,admin.,divorced,primary,no,429,yes,no,cellular,26,apr,465,2,success,1
25,services,single,secondary,no,801,no,no,cellular,5,jun,255,2,unknown,1
37,blue-collar,married,secondary,no,604,yes,no,cellular,7,oct,371,1,failure,1
60,blue-collar,married,unknown,no,2090,yes,no,cellular,7,may,957,2,unknown,1
39,management,married,tertiary,no,622,no,no,cellular,22,may,181,2,failure,0
66,housemaid,married,primary,no,40,no,no,telephone,14,oct,290,2,unknown,1
34,admin.,married,secondary,no,475,yes,no,unknown,7,may,559,1,unknown,0
75,retired,married,secondary,no,3771,no,no,telephone,15,apr,185,1,success,1
29,unemployed,single,primary,no,550,no,no,cellular,29,jan,801,1,unknown,1
22,student,single,secondary,no,23,no,no,cellular,27,oct,137,1,unknown,1
27,management,single,tertiary,no,88,no,no,cellular,4,may,143,1,unknown,0
32,blue-collar,married,secondary,no,225,yes,no,cellular,17,apr,574,1,failure,1
47,management,married,primary,no,1675,yes,no,cellular,9,feb,38,3,unknown,0
60,blue-collar,married,primary,no,1262,yes,yes,unknown,13,may,1015,1,unknown,1
57,management,married,tertiary,no,10583,no,no,cellular,25,mar,272,1,success,1
57,retired,married,tertiary,no,0,yes,yes,unknown,28,may,648,1,unknown,1
34,technician,married,secondary,no,966,yes,no,cellular,18,may,16,4,other,0
49,technician,married,secondary,no,597,yes,yes,cellular,7,aug,154,2,unknown,0
42,blue-collar,married,primary,yes,398,yes,no,unknown,16,may,251,4,unknown,0
27,technician,married,secondary,no,-428,no,no,cellular,7,jul,451,1,unknown,0
43,management,divorced,unknown,no,7702,no,no,cellular,22,may,460,1,success,1
51,blue-collar,married,primary,no,0,yes,no,telephone,14,jul,120,3,unknown,0
34,management,single,tertiary,no,575,no,no,cellular,9,mar,116,1,unknown,1
46,housemaid,married,secondary,no,38,no,no,cellular,25,nov,541,1,unknown,1
35,technician,married,secondary,no,254,no,no,cellular,8,aug,153,7,unknown,0
81,retired,married,primary,no,243,no,no,cellular,27,jan,340,1,success,1
44,blue-collar,married,primary,no,77,yes,no,unknown,29,may,23,1,unknown,0
23,student,single,secondary,no,107,no,no,cellular,14,oct,84,1,success,1
39,management,married,tertiary,no,141,yes,no,cellular,13,may,788,2,other,0
39,management,married,tertiary,no,937,no,no,cellular,16,apr,144,4,unknown,1
47,blue-collar,married,primary,no,2749,yes,no,cellular,30,apr,774,2,failure,1
53,services,married,secondary,no,341,no,no,cellular,30,apr,423,2,unknown,1
40,services,single,secondary,no,1547,yes,no,cellular,20,nov,405,1,unknown,1
40,services,divorced,unknown,no,5847,no,no,telephone,17,nov,206,1,unknown,0
34,blue-collar,single,primary,no,79,no,no,telephone,10,jul,336,4,unknown,1
34,admin.,married,secondary,no,-33,yes,yes,cellular,10,jul,961,1,unknown,1
31,entrepreneur,married,tertiary,no,79,yes,no,unknown,18,oct,558,1,unknown,0
38,admin.,divorced,secondary,yes,0,no,yes,cellular,21,jul,126,3,unknown,0
35,management,divorced,tertiary,no,146,no,no,cellular,6,aug,720,2,unknown,1
43,blue-collar,married,primary,no,25,yes,no,cellular,19,nov,70,1,unknown,0
43,unemployed,married,secondary,no,0,yes,yes,cellular,23,sep,183,2,failure,1
23,student,single,secondary,no,1809,no,no,cellular,8,jul,414,2,unknown,1
26,blue-collar,single,secondary,no,-29,yes,no,cellular,10,jul,998,4,unknown,1
34,management,single,tertiary,no,1058,yes,no,unknown,28,may,864,2,unknown,1
29,blue-collar,married,secondary,no,577,yes,no,telephone,17,apr,501,3,other,0
58,retired,married,secondary,no,1230,no,no,cellular,20,may,420,1,failure,1
46,management,married,tertiary,no,1217,yes,no,unknown,15,may,236,1,unknown,0
34,management,married,secondary,no,293,yes,no,unknown,21,may,162,3,unknown,0
50,self-employed,divorced,secondary,no,985,yes,yes,telephone,21,nov,167,1,unknown,0
83,retired,married,primary,no,425,no,no,telephone,22,sep,773,1,success,1
38,entrepreneur,married,secondary,no,157,no,yes,cellular,15,may,57,11,other,0
27,blue-collar,married,secondary,no,484,yes,no,cellular,15,may,210,1,failure,0
57,retired,married,secondary,no,718,no,no,cellular,3,jun,170,1,unknown,0
39,blue-collar,married,primary,no,3127,yes,yes,unknown,5,jun,451,2,unknown,0
42,management,married,tertiary,no,1205,no,no,telephone,8,sep,376,2,unknown,1
48,management,married,primary,no,5348,no,no,unknown,18,jun,105,1,unknown,0
37,management,married,tertiary,no,1170,no,yes,unknown,17,jun,153,3,unknown,0
30,management,single,tertiary,no,1541,no,no,cellular,18,aug,471,8,unknown,1
34,services,married,secondary,no,1076,no,no,cellular,12,may,152,1,success,1
28,unemployed,married,secondary,no,655,yes,no,unknown,4,jun,606,2,unknown,0
32,blue-collar,single,secondary,no,228,no,no,telephone,5,feb,176,1,failure,0
53,management,married,tertiary,no,1624,no,no,cellular,30,apr,284,3,success,1
46,unemployed,divorced,secondary,no,3354,yes,no,cellular,19,nov,522,1,success,1
69,retired,divorced,tertiary,no,247,no,no,cellular,22,apr,138,2,unknown,1
36,management,single,unknown,no,62,no,no,cellular,13,apr,398,2,unknown,1
51,technician,divorced,secondary,no,1063,no,yes,cellular,4,aug,78,1,unknown,0
41,blue-collar,married,secondary,no,580,yes,no,cellular,14,may,874,1,failure,1
26,technician,single,tertiary,no,1066,no,no,cellular,15,apr,200,1,unknown,1
35,admin.,married,secondary,no,2137,yes,no,unknown,20,may,124,1,unknown,0
40,blue-collar,married,secondary,no,5,yes,no,cellular,15,may,364,2,unknown,0
46,admin.,married,secondary,no,4958,yes,no,cellular,17,nov,64,3,other,0
47,blue-collar,married,secondary,no,1303,no,no,cellular,13,aug,68,3,unknown,0
46,technician,divorced,tertiary,no,405,yes,no,unknown,15,may,231,1,unknown,0
36,blue-collar,single,secondary,no,275,yes,no,cellular,17,apr,89,1,failure,0
45,admin.,married,tertiary,no,2552,no,no,cellular,1,jun,69,1,failure,1
33,technician,married,secondary,no,73,yes,no,cellular,2,jul,218,1,unknown,1
32,services,single,secondary,no,1364,yes,yes,unknown,17,jun,85,5,unknown,0
23,student,single,secondary,no,8494,no,no,cellular,25,aug,158,2,unknown,0
24,admin.,single,secondary,no,166,no,no,cellular,10,sep,256,2,unknown,1
35,management,married,tertiary,no,1485,yes,no,cellular,17,nov,104,1,unknown,0
26,blue-collar,single,secondary,no,463,no,yes,cellular,2,jul,248,2,unknown,1
31,management,single,tertiary,no,147,no,no,cellular,9,mar,469,1,success,1
33,technician,single,tertiary,no,149,yes,no,cellular,19,nov,424,2,other,1
24,admin.,married,secondary,no,262,yes,no,unknown,4,jun,69,3,unknown,0
35,technician,married,tertiary,no,14232,yes,no,cellular,18,nov,372,2,unknown,0
84,retired,married,secondary,no,81204,no,no,telephone,28,dec,679,1,other,1
69,retired,married,unknown,no,426,no,no,telephone,9,dec,395,1,unknown,1
35,blue-collar,divorced,unknown,no,164,no,no,unknown,11,jun,967,2,unknown,1
49,technician,divorced,tertiary,no,0,no,no,cellular,19,aug,68,2,unknown,0
26,blue-collar,single,secondary,no,494,no,no,cellular,2,feb,237,1,unknown,0
58,entrepreneur,married,primary,no,124,yes,no,cellular,7,jul,293,7,unknown,0
56,retired,married,secondary,no,1454,no,no,telephone,30,jan,479,1,unknown,0
55,admin.,married,secondary,no,1662,no,no,cellular,4,jun,94,2,unknown,1
79,retired,married,primary,no,3025,no,no,telephone,11,mar,184,1,success,0
63,retired,married,secondary,no,18016,no,no,cellular,7,jul,371,1,unknown,1
57,technician,married,secondary,no,16063,yes,no,unknown,30,may,352,3,unknown,0
51,management,married,tertiary,no,10635,yes,no,unknown,5,may,336,1,unknown,0
64,retired,married,primary,no,48,no,no,cellular,9,sep,167,3,success,1
27,technician,single,secondary,no,1842,yes,yes,cellular,18,may,687,2,failure,0
24,student,single,primary,no,474,no,no,cellular,30,apr,551,1,unknown,1
59,admin.,married,secondary,no,1365,no,no,unknown,19,jun,327,1,unknown,0
32,technician,married,tertiary,no,2976,yes,no,cellular,5,feb,783,1,failure,1
58,management,married,tertiary,no,0,no,no,cellular,14,sep,358,2,unknown,1
47,technician,married,secondary,no,2283,yes,no,cellular,21,nov,170,2,unknown,0
47,blue-collar,divorced,secondary,no,1480,yes,no,cellular,15,may,144,1,failure,0
44,services,married,secondary,no,5780,yes,no,cellular,1,apr,525,2,unknown,0
35,admin.,divorced,secondary,no,1085,no,no,cellular,5,jun,199,1,success,1
30,management,single,tertiary,no,398,no,no,cellular,27,oct,102,1,success,1
45,blue-collar,married,primary,no,572,no,no,telephone,5,feb,13,6,unknown,0
57,admin.,married,secondary,no,4391,no,no,telephone,4,feb,1416,1,unknown,1
47,self-employed,married,tertiary,no,1245,no,no,cellular,26,aug,17,15,unknown,0
25,student,single,secondary,no,304,no,no,cellular,26,may,226,2,unknown,1
36,technician,single,secondary,no,966,no,no,cellular,9,jul,119,9,other,0
52,blue-collar,single,unknown,no,1785,no,no,cellular,3,feb,168,2,unknown,0
80,housemaid,married,secondary,no,499,no,no,telephone,13,apr,224,2,failure,0
32,self-employed,married,secondary,no,514,yes,no,cellular,11,jul,812,1,unknown,1
28,management,single,tertiary,no,1584,yes,no,cellular,1,sep,222,2,unknown,1
60,technician,married,secondary,no,294,no,no,telephone,3,jun,206,4,unknown,1
50,management,married,tertiary,no,511,yes,no,cellular,5,aug,36,1,unknown,0
41,technician,single,secondary,no,2300,no,no,cellular,8,aug,160,6,unknown,0
43,management,married,tertiary,no,1684,yes,no,cellular,18,nov,435,4,unknown,0
31,services,married,secondary,no,283,yes,no,cellular,19,nov,214,2,unknown,0
74,retired,married,primary,no,670,no,no,cellular,23,apr,266,5,unknown,1
36,technician,single,secondary,no,27,yes,no,cellular,9,feb,631,1,success,1
46,management,married,tertiary,yes,549,no,no,cellular,21,aug,87,8,unknown,0
35,technician,married,secondary,no,-499,yes,no,cellular,28,jul,488,4,unknown,0
48,services,married,secondary,no,2409,yes,no,cellular,24,jul,533,2,unknown,0
32,blue-collar,single,secondary,no,106,yes,no,unknown,27,may,1224,8,unknown,0
36,services,married,secondary,no,4721,no,no,cellular,9,jun,150,1,success,1
35,technician,married,tertiary,no,3160,yes,no,cellular,16,nov,445,2,failure,1
63,blue-collar,married,primary,no,115,no,no,telephone,27,apr,325,1,failure,1
32,technician,single,secondary,no,258,no,no,unknown,3,jun,114,3,unknown,0
57,technician,married,tertiary,no,121,no,no,cellular,21,aug,135,2,unknown,0
35,technician,married,secondary,no,2201,no,no,telephone,12,apr,350,1,unknown,1
24,student,single,secondary,no,1809,no,no,cellular,11,oct,165,1,success,1
54,management,single,secondary,no,602,no,no,cellular,30,jul,101,2,unknown,0
51,technician,married,secondary,no,-1944,yes,no,cellular,7,may,623,1,unknown,1
53,technician,divorced,tertiary,no,2228,no,no,cellular,17,nov,890,1,unknown,1
35,admin.,married,secondary,no,-312,no,no,cellular,30,apr,116,1,failure,0
26,technician,married,tertiary,no,2026,no,no,cellular,22,may,43,1,unknown,0
33,technician,single,tertiary,no,258,no,no,cellular,12,mar,80,4,unknown,1
33,admin.,divorced,primary,no,1416,yes,no,unknown,2,jun,239,4,unknown,0
42,management,married,secondary,no,0,no,no,cellular,30,jul,458,3,unknown,0
37,management,married,tertiary,no,1066,yes,no,cellular,23,jul,181,1,unknown,0
39,services,married,tertiary,no,1493,no,no,cellular,9,feb,912,3,unknown,1
39,services,married,secondary,no,25,yes,yes,cellular,12,may,658,1,failure,1
55,management,married,unknown,no,1504,yes,no,cellular,22,may,338,2,unknown,1
28,student,single,secondary,no,949,yes,no,unknown,28,may,1730,1,unknown,1
45,management,single,tertiary,no,1411,no,no,cellular,7,sep,800,2,failure,1
47,technician,married,secondary,no,293,no,no,cellular,3,mar,499,1,unknown,1
42,technician,married,unknown,no,1559,no,no,cellular,30,apr,368,1,unknown,1
52,retired,married,secondary,no,49,no,yes,telephone,8,jul,280,5,unknown,0
48,blue-collar,married,primary,no,0,no,yes,cellular,17,nov,479,1,unknown,0
24,student,single,primary,no,1235,no,no,cellular,14,jul,334,4,other,1
26,blue-collar,single,primary,no,3342,yes,no,unknown,4,jun,329,4,unknown,0
40,unemployed,single,secondary,no,334,no,no,cellular,5,mar,219,1,other,1
37,technician,divorced,secondary,no,0,yes,no,cellular,11,jul,283,1,unknown,0
46,blue-collar,married,unknown,no,401,yes,no,unknown,6,may,306,2,unknown,0
30,student,single,tertiary,no,3094,no,no,cellular,2,jun,116,2,unknown,0
61,housemaid,married,tertiary,no,1389,no,no,cellular,8,oct,92,3,failure,0
27,admin.,married,secondary,no,1595,no,no,cellular,29,dec,196,2,success,1
51,entrepreneur,married,tertiary,no,5254,yes,no,unknown,23,oct,134,1,unknown,1
